ICAO,Name,Country,Latitude,Longitude
LPAZ,Santa Maria Airport,Portugal,36.97140121,-25.17060089
LPBG,Bragança Airport,Portugal,41.8578,-6.70713
LPBJ,Beja Airport / Airbase,Portugal,38.078899,-7.9324
LPBR,Braga Municipal Aerodrome,Portugal,41.58710098,-8.445139885
LPCO,Aerodromo Municipal de Coimbra,Portugal,40.158758,-8.470815
LPCS,Cascais Airport,Portugal,38.724998,-9.35523
LPCV,Coimbra Hospital Covões Heliport,Portugal,40.194812,-8.460207
LPEV,Évora Airport,Portugal,38.533501,-7.88964
LPFL,Flores Airport,Portugal,39.45529938,-31.13139915
LPFR,Faro Airport,Portugal,37.01440048,-7.965909958
LPGR,Graciosa Airport,Portugal,39.09220123,-28.02980042
LPHR,Horta Airport,Portugal,38.51990128,-28.71590042
LPLA,Lajes Airport,Portugal,38.761799,-27.090799
LPMR,Monte Real Air Base,Portugal,39.828335,-8.8875
LPMT,Montijo Air Base,Portugal,38.703899,-9.03592
LPOV,Ovar Air Base,Portugal,40.915901,-8.64592
LPPD,João Paulo II Airport,Portugal,37.74119949,-25.69790077
LPPI,Pico Airport,Portugal,38.554298,-28.441299
LPPM,Portimão Airport,Portugal,37.1493,-8.58396
LPPR,Francisco de Sá Carneiro Airport,Portugal,41.24810028,-8.681389809
LPPS,Porto Santo Airport,Portugal,33.07339859,-16.35000038
LPPT,Humberto Delgado Airport (Lisbon Portela Airport),Portugal,38.7813,-9.13592
LPSJ,São Jorge Airport,Portugal,38.66550064,-28.17580032
LPST,Sintra Air Base,Portugal,38.8311,-9.33955
LPTN,Tancos Airbase,Portugal,39.475101,-8.36458
LPVR,Vila Real Airport,Portugal,41.2743,-7.72047
LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),Portugal,40.725498,-7.88899
LQMO,Mostar International Airport,Bosnia and Herzegovina,43.28290176,17.84589958
LQSA,Sarajevo International Airport,Bosnia and Herzegovina,43.82460022,18.3314991
LRAR,Arad International Airport,Romania,46.17660141,21.26199913
LRBC,Bacău Airport,Romania,46.52190018,26.9102993
LRBM,Tautii Magheraus Airport,Romania,47.65840149,23.46999931
LRBS,Băneasa International Airport,Romania,44.50320053,26.10210037
LRCK,Mihail Kogălniceanu International Airport,Romania,44.36220169,28.48830032
LRCL,Cluj-Napoca International Airport,Romania,46.78519821,23.68619919
LRCS,Caransebeş Airport,Romania,45.41999817,22.25329971
LRCV,Craiova Airport,Romania,44.31809998,23.8885994
LRIA,Iaşi Airport,Romania,47.17850113,27.62059975
LROD,Oradea International Airport,Romania,47.02529907,21.90250015
LROP,Henri Coandă International Airport,Romania,44.5711111,26.085
LRSB,Sibiu International Airport,Romania,45.78559875,24.09129906
LRSM,Satu Mare Airport,Romania,47.70330048,22.88570023
LRSV,Suceava Stefan cel Mare Airport,Romania,47.6875,26.35409927
LRTC,Tulcea Airport,Romania,45.0625,28.71430016
LRTM,Transilvania Târgu Mureş International Airport,Romania,46.46770096,24.41250038
LRTR,Timişoara Traian Vuia Airport,Romania,45.80989838,21.33790016
LSGC,Les Eplatures Airport,Switzerland,47.08390045,6.792840004
LSGG,Geneva Cointrin International Airport,Switzerland,46.23809814,6.108950138
LSGK,Saanen Airport,Switzerland,46.48749924,7.250830173
LSGS,Sion Airport,Switzerland,46.21960068,7.326759815
LSMA,Alpnach Air Base,Switzerland,46.943901,8.28417
LSMD,Dübendorf Air Base,Switzerland,47.39860153,8.648229599
LSME,Emmen Air Base,Switzerland,47.092444,8.305184
LSMF,Mollis Airport,Switzerland,47.07889938,9.064829826
LSMM,Meiringen Airport,Switzerland,46.74330139,8.109999657
LSMP,Payerne Air Base,Switzerland,46.8432,6.915060043
LSZA,Lugano Airport,Switzerland,46.00429916,8.910579681
LSZB,Bern Belp Airport,Switzerland,46.91410065,7.497149944
LSZG,Grenchen Airport,Switzerland,47.181599,7.41719
LSZH,Zürich Airport,Switzerland,47.464699,8.54917
LSZR,St Gallen Altenrhein Airport,Switzerland,47.48500061,9.560770035
LSZS,Samedan Airport,Switzerland,46.53409958,9.884110451
LTAB,Güvercinlik Airport,Turkey,39.93500137,32.74079895
LTAC,Esenboğa International Airport,Turkey,40.12810135,32.99509811
LTAD,Etimesgut Air Base,Turkey,39.94979858,32.68859863
LTAE,Akıncı Air Base,Turkey,40.07889938,32.56560135
LTAF,Adana Airport,Turkey,36.98220062,35.28039932
LTAG,İncirlik Air Base,Turkey,37.0021019,35.42589951
LTAH,Afyon Airport,Turkey,38.72639847,30.60110092
LTAI,Antalya International Airport,Turkey,36.898701,30.800501
LTAJ,Gaziantep International Airport,Turkey,36.94720078,37.47869873
LTAK,İskenderun Airport,Turkey,36.57445526,36.15341949
LTAN,Konya Airport,Turkey,37.979,32.561901
LTAO,Malatya Tulga Airport,Turkey,38.353699,38.253899
LTAP,Amasya Merzifon Airport,Turkey,40.829399,35.521999
LTAR,Sivas Nuri Demirağ Airport,Turkey,39.813801,36.9035
LTAT,Malatya Erhaç Airport,Turkey,38.43529892,38.0909996
LTAU,Kayseri Erkilet Airport,Turkey,38.770401,35.49539948
LTAV,Sivrihisar Airport,Turkey,39.45149994,31.36529922
LTAW,Tokat Airport,Turkey,40.30743027,36.36740875
LTAY,Çardak Airport,Turkey,37.78559875,29.70129967
LTBA,Atatürk International Airport,Turkey,40.976898,28.8146
LTBF,Balıkesir Merkez Airport,Turkey,39.61930084,27.9260006
LTBG,Bandırma Airport,Turkey,40.31800079,27.97769928
LTBI,Eskişehir Air Base,Turkey,39.78409958,30.58209991
LTBJ,Adnan Menderes International Airport,Turkey,38.29240036,27.15699959
LTBK,Gaziemir Airport,Turkey,38.31909943,27.15940094
LTBL,Çiğli Airport,Turkey,38.51300049,27.01009941
LTBM,Isparta Airport,Turkey,37.78512192,30.59001923
LTBN,Kütahya Airport,Turkey,39.42670059,30.01689911
LTBP,Yalova Airport,Turkey,40.68439865,29.3757
LTBQ,Cengiz Topel Airport,Turkey,40.73500061,30.08329964
LTBS,Dalaman International Airport,Turkey,36.71310043,28.79249954
LTBT,Akhisar Airport,Turkey,38.80889893,27.83390045
LTBV,Imsık Airport,Turkey,37.14009857,27.66970062
LTBX,Samandıra Air Base,Turkey,40.99300003,29.21649933
LTCA,Elazığ Airport,Turkey,38.60689926,39.29140091
LTCC,Diyarbakir Airport,Turkey,37.89390183,40.20100021
LTCD,Erzincan Airport,Turkey,39.71020126,39.52700043
LTCE,Erzurum International Airport,Turkey,39.95650101,41.17020035
LTCG,Trabzon International Airport,Turkey,40.99509811,39.78969955
LTCI,Van Ferit Melen Airport,Turkey,38.46820068,43.33229828
LTCJ,Batman Airport,Turkey,37.92900085,41.11660004
LTCL,Siirt Airport,Turkey,37.97890091,41.8404007
LTFA,Kaklıç Airport,Turkey,38.51760101,26.97739983
LTFB,Selçuk Efes Airport,Turkey,37.95069885,27.32900047
LUBL,Bălți International Airport,Moldova,47.843056,27.777222
LUKK,Chişinău International Airport,Moldova,46.92770004,28.93099976
LWOH,Ohrid St. Paul the Apostle Airport,Macedonia,41.18,20.7423
LWSK,Skopje Alexander the Great Airport,Macedonia,41.961601,21.621401
LXGB,Gibraltar Airport,Gibraltar,36.15119934,-5.34965992
LYBE,Belgrade Nikola Tesla Airport,Serbia,44.81840134,20.3090992
LYNI,Nis Airport,Serbia,43.337299,21.853701
LYPG,Podgorica Airport,Montenegro,42.359402,19.2519
BKPR,Priština International Airport,Serbia,42.5728,21.035801
LYTV,Tivat Airport,Montenegro,42.40470123,18.72330093
LYVR,Vršac International Airport,Serbia,45.1469,21.3099
LZIB,M. R. Štefánik Airport,Slovakia,48.17020035,17.21269989
LZKZ,Košice Airport,Slovakia,48.6631012,21.24110031
LZMC,Kuchyňa Air Base,Slovakia,48.40200043,17.11840057
LZPP,Piešťany Airport,Slovakia,48.62519836,17.82839966
LZSL,Sliač Airport,Slovakia,48.63779831,19.13409996
LZTN,Trenčín Airport,Slovakia,48.86500168,17.99230003
LZTT,Poprad-Tatry Airport,Slovakia,49.07360077,20.24110031
MBNC,North Caicos Airport,Turks and Caicos Islands,21.9175,-71.939598
MBPV,Providenciales Airport,Turks and Caicos Islands,21.77359962,-72.26589966
MBSC,South Caicos Airport,Turks and Caicos Islands,21.51569939,-71.52850342
MDAB,Arroyo Barril Airport,Dominican Republic,19.19860077,-69.42980194
MDBH,Maria Montez International Airport,Dominican Republic,18.25149918,-71.12039948
MDCR,Cabo Rojo Airport,Dominican Republic,17.92900085,-71.64479828
MDLR,Casa De Campo International Airport,Dominican Republic,18.45070076,-68.91179657
MDPC,Punta Cana International Airport,Dominican Republic,18.56739998,-68.36340332
MDPP,Gregorio Luperon International Airport,Dominican Republic,19.75790024,-70.56999969
MDSD,Las Américas International Airport,Dominican Republic,18.42970085,-69.66889954
MDSI,San Isidro Air Base,Dominican Republic,18.50370026,-69.76170349
MDST,Cibao International Airport,Dominican Republic,19.40609932,-70.60469818
MGBN,Bananera Airport,Guatemala,15.47350025,-88.83719635
MGCB,Coban Airport,Guatemala,15.46899986,-90.40670013
MGGT,La Aurora Airport,Guatemala,14.5833,-90.527496
MGRT,Retalhuleu Airport,Guatemala,14.52099991,-91.69730377
MGSJ,San José Airport,Guatemala,13.93620014,-90.83580017
MHLC,Goloson International Airport,Honduras,15.7425,-86.852997
MHLM,Ramón Villeda Morales International Airport,Honduras,15.4526,-87.923599
MHNJ,La Laguna Airport,Honduras,16.4454,-85.906601
MHRO,Juan Manuel Galvez International Airport,Honduras,16.316799,-86.523003
MHTE,Tela Airport,Honduras,15.7759,-87.4758
MHTG,Toncontín International Airport,Honduras,14.06089973,-87.21720123
MHTJ,Trujillo Airport,Honduras,15.9268,-85.938202
MKBS,Boscobel Aerodrome,Jamaica,18.4041996,-76.96900177
MKJP,Norman Manley International Airport,Jamaica,17.93569946,-76.78749847
MKJS,Sangster International Airport,Jamaica,18.50370026,-77.91339874
MKKJ,Ken Jones Airport,Jamaica,18.19879913,-76.53450012
MKTP,Tinson Pen Airport,Jamaica,17.98859978,-76.82379913
MMAA,General Juan N Alvarez International Airport,Mexico,16.75709915,-99.7539978
MMAN,Del Norte International Airport,Mexico,25.865601,-100.237
MMAS,Jesús Terán Paredo International Airport,Mexico,21.705601,-102.318001
MMBT,Bahías de Huatulco International Airport,Mexico,15.7753,-96.262604
MMCB,General Mariano Matamoros Airport,Mexico,18.83480072,-99.26129913
MMCC,Ciudad Acuña New International Airport,Mexico,29.332899,-101.098998
MMCE,Ciudad del Carmen International Airport,Mexico,18.65369987,-91.7990036
MMCG,Nuevo Casas Grandes Airport,Mexico,30.3974,-107.875
MMCH,Chilpancingo Airport,Mexico,17.574239,-99.515424
MMCL,Bachigualato Federal International Airport,Mexico,24.76449966,-107.4749985
MMCM,Chetumal International Airport,Mexico,18.50469971,-88.32679749
MMCN,Ciudad Obregón International Airport,Mexico,27.39259911,-109.8330002
MMCP,Ingeniero Alberto Acuña Ongay International Airport,Mexico,19.81679916,-90.50029755
MMCS,Abraham González International Airport,Mexico,31.63610077,-106.4290009
MMCU,General Roberto Fierro Villalobos International Airport,Mexico,28.70289993,-105.9649963
MMCV,General Pedro Jose Mendez International Airport,Mexico,23.70330048,-98.95649719
MMCZ,Cozumel International Airport,Mexico,20.5223999,-86.92559814
MMDO,General Guadalupe Victoria International Airport,Mexico,24.12420082,-104.5279999
MMEP,Amado Nervo National Airport,Mexico,21.4195,-104.843002
MMES,Ensenada International Airport,Mexico,31.7953,-116.602997
MMGL,Don Miguel Hidalgo Y Costilla International Airport,Mexico,20.52179909,-103.310997
MMGM,General José María Yáñez International Airport,Mexico,27.96899986,-110.9250031
MMHC,Tehuacan Airport,Mexico,18.49720001,-97.41989899
MMHO,General Ignacio P. Garcia International Airport,Mexico,29.09589958,-111.0479965
MMIA,Licenciado Miguel de la Madrid Airport,Mexico,19.277,-103.577002
MMIM,Isla Mujeres Airport,Mexico,21.24500084,-86.73999786
MMIO,Plan De Guadalupe International Airport,Mexico,25.54949951,-100.9290009
MMIT,Ixtepec Airport,Mexico,16.449301,-95.093697
MMLC,Lázaro Cárdenas Airport,Mexico,18.00169945,-102.2210007
MMLM,Valle del Fuerte International Airport,Mexico,25.68519974,-109.0810013
MMLO,Del Bajío International Airport,Mexico,20.9935,-101.481003
MMLP,Manuel Márquez de León International Airport,Mexico,24.0727005,-110.3619995
MMLT,Loreto International Airport,Mexico,25.98920059,-111.3479996
MMMA,General Servando Canales International Airport,Mexico,25.76989937,-97.52529907
MMMD,Licenciado Manuel Crescencio Rejon Int Airport,Mexico,20.93700027,-89.65769959
MMML,General Rodolfo Sánchez Taboada International Airport,Mexico,32.6306,-115.241997
MMMM,General Francisco J. Mujica International Airport,Mexico,19.84989929,-101.0250015
MMMT,Minatitlán/Coatzacoalcos National Airport,Mexico,18.10339928,-94.58070374
MMMV,Monclova International Airport,Mexico,26.9557,-101.470001
MMMX,Licenciado Benito Juarez International Airport,Mexico,19.4363,-99.072098
MMMY,General Mariano Escobedo International Airport,Mexico,25.7784996,-100.1070023
MMMZ,General Rafael Buelna International Airport,Mexico,23.16139984,-106.2659988
MMNG,Nogales International Airport,Mexico,31.22610092,-110.9759979
MMNL,Quetzalcóatl International Airport,Mexico,27.44389915,-99.57050323
MMOX,Xoxocotlán International Airport,Mexico,16.99990082,-96.72660065
MMPA,El Tajín National Airport,Mexico,20.60269928,-97.46080017
MMPB,Hermanos Serdán International Airport,Mexico,19.15810013,-98.37139893
MMPC,Ingeniero Juan Guillermo Villasana Airport,Mexico,20.0774,-98.782501
MMPE,Mar de Cortés International Airport,Mexico,31.351987,-113.305177
MMPG,Piedras Negras International Airport,Mexico,28.627399,-100.535004
MMPN,Licenciado y General Ignacio Lopez Rayon Airport,Mexico,19.39669991,-102.0390015
MMPR,Licenciado Gustavo Díaz Ordaz International Airport,Mexico,20.68009949,-105.2539978
MMPS,Puerto Escondido International Airport,Mexico,15.8769,-97.089103
MMQT,Querétaro Intercontinental Airport,Mexico,20.6173,-100.185997
MMRX,General Lucio Blanco International Airport,Mexico,26.0089,-98.2285
MMSD,Los Cabos International Airport,Mexico,23.15180016,-109.7210007
MMSF,San Felipe International Airport,Mexico,30.93020058,-114.8089981
MMSP,Ponciano Arriaga International Airport,Mexico,22.25429916,-100.9309998
MMTA,Tlaxcala Airport,Mexico,19.537992,-98.173492
MMTB,Terán Air Base,Mexico,16.739901,-93.173301
MMTC,Francisco Sarabia International Airport,Mexico,25.56830025,-103.4110031
MMTG,Angel Albino Corzo International Airport,Mexico,16.56360054,-93.02249908
MMTJ,General Abelardo L. Rodríguez International Airport,Mexico,32.54109955,-116.9700012
MMTM,General Francisco Javier Mina International Airport,Mexico,22.29640007,-97.86589813
MMTN,Tamuin Airport,Mexico,22.0383,-98.806502
MMTO,Licenciado Adolfo Lopez Mateos International Airport,Mexico,19.33709908,-99.56600189
MMTP,Tapachula International Airport,Mexico,14.79430008,-92.37000275
MMUN,Cancún International Airport,Mexico,21.03650093,-86.87709808
MMVA,Carlos Rovirosa Pérez International Airport,Mexico,17.99699974,-92.81739807
MMVR,General Heriberto Jara International Airport,Mexico,19.14590073,-96.18730164
MMZC,General Leobardo C. Ruiz International Airport,Mexico,22.89710045,-102.6869965
MMZH,Ixtapa Zihuatanejo International Airport,Mexico,17.60160065,-101.4609985
MMZM,Zamora Airport,Mexico,20.045,-102.276001
MMZO,Playa De Oro International Airport,Mexico,19.14480019,-104.5589981
MMZP,Zapopan Airport,Mexico,20.747922,-103.461709
MNBL,Bluefields Airport,Nicaragua,11.99100018,-83.77410126
MNBR,Los Brasiles Airport,Nicaragua,12.18999958,-86.35389709
MNLN,Leon (Fanor Urroz) Airport,Nicaragua,12.42920017,-86.90280151
MNMG,Augusto C. Sandino (Managua) International Airport,Nicaragua,12.14150047,-86.16819763
MNPC,Puerto Cabezas Airport,Nicaragua,14.0472002,-83.38670349
MPBO,Bocas Del Toro International Airport,Panama,9.340849876,-82.25080109
MPCH,Cap Manuel Niño International Airport,Panama,9.458962,-82.515062
MPDA,Enrique Malek International Airport,Panama,8.390999794,-82.43499756
MPHO,Panama Pacific International Airport,Panama,8.91479,-79.599602
MPMG,Marcos A. Gelabert International Airport,Panama,8.973340034,-79.55560303
MPSA,Ruben Cantu Airport,Panama,8.085599899,-80.94529724
MPTO,Tocumen International Airport,Panama,9.071359634,-79.38349915
MRBA,Buenos Aires Airport,Costa Rica,9.163949,-83.330171
MRCC,Coto 47 Airport,Costa Rica,8.601559639,-82.96859741
MRCH,Chacarita Airport,Costa Rica,9.981410027,-84.77269745
MREC,El Carmen de Siquirres Airport,Costa Rica,10.20199966,-83.47219849
MRFI,Finca 10 / Nuevo Palmar Sur Airport,Costa Rica,8.916350365,-83.50730133
MRGF,Golfito Airport,Costa Rica,8.654009819,-83.18219757
MRGP,Guapiles Airport,Costa Rica,10.21720028,-83.79699707
MRLB,Daniel Oduber Quiros International Airport,Costa Rica,10.5933,-85.544403
MRLC,Los Chiles Airport,Costa Rica,11.03530025,-84.70610046
MRLM,Limon International Airport,Costa Rica,9.957960129,-83.02200317
MRNS,Nosara Airport,Costa Rica,9.976490021,-85.65299988
MROC,Juan Santamaria International Airport,Costa Rica,9.993860245,-84.20880127
MRPD,Pandora Airport,Costa Rica,9.732170105,-82.98320007
MRPM,Palmar Sur Airport,Costa Rica,8.951029778,-83.46859741
MRQP,Quepos Managua Airport,Costa Rica,9.443160057,-84.12979889
MRSG,Santa Clara De Guapiles Airport,Costa Rica,10.28829956,-83.71350098
MRSV,San Vito De Java Airport,Costa Rica,8.826109886,-82.95890045
MSLP,Monseñor Óscar Arnulfo Romero International Airport,El Salvador,13.4409,-89.055702
MSSS,Ilopango International Airport,El Salvador,13.69950008,-89.11990356
MTCA,Les Cayes Airport,Haiti,18.27109909,-73.78829956
MTCH,Cap Haitien International Airport,Haiti,19.733,-72.194702
MTJA,Jacmel Airport,Haiti,18.24110031,-72.51850128
MTPP,Toussaint Louverture International Airport,Haiti,18.57999992,-72.29250336
MUBA,Gustavo Rizo Airport,Cuba,20.36529922,-74.5062027
MUBY,Carlos Manuel de Cespedes Airport,Cuba,20.39640045,-76.62139893
MUCA,Maximo Gomez Airport,Cuba,22.02709961,-78.78959656
MUCC,Jardines Del Rey Airport,Cuba,22.46100044,-78.32839966
MUCF,Jaime Gonzalez Airport,Cuba,22.14999962,-80.41419983
MUCL,Vilo Acuña International Airport,Cuba,21.61650085,-81.54599762
MUCM,Ignacio Agramonte International Airport,Cuba,21.42029953,-77.84750366
MUCU,Antonio Maceo International Airport,Cuba,19.96980095,-75.83540344
MUFL,Florida Airport,Cuba,21.49970055,-78.20279694
MUGM,Leeward Point Field,Cuba,19.90649986,-75.20709991
MUGT,Mariana Grajales Airport,Cuba,20.08530045,-75.15830231
MUHA,José Martí International Airport,Cuba,22.98920059,-82.40910339
MUHG,Frank Pais International Airport,Cuba,20.78560066,-76.31510162
MULM,La Coloma Airport,Cuba,22.33609962,-83.64189911
MUMO,Orestes Acosta Airport,Cuba,20.65390015,-74.92220306
MUMZ,Sierra Maestra Airport,Cuba,20.28809929,-77.08920288
MUNG,Rafael Cabrera Airport,Cuba,21.83469963,-82.78379822
MUPB,Playa Baracoa Airport,Cuba,23.03280067,-82.57939911
MUPR,Pinar Del Rio Airport,Cuba,22.42140007,-83.67839813
MUSA,San Antonio De Los Banos Airport,Cuba,22.87150002,-82.50930023
MUSC,Abel Santamaria Airport,Cuba,22.49220085,-79.94360352
MUSL,Joaquín de Agüero Airport,Cuba,21.50945591,-77.02059746
MUSN,Siguanea Airport,Cuba,21.64249992,-82.95510101
MUSS,Sancti Spiritus Airport,Cuba,21.9704,-79.442703
MUVR,Juan Gualberto Gomez International Airport,Cuba,23.03440094,-81.43530273
MUVT,Hermanos Ameijeiras Airport,Cuba,20.98760033,-76.93579865
MWCB,Gerrard Smith International Airport,Cayman Islands,19.68700027,-79.88279724
MWCR,Owen Roberts International Airport,Cayman Islands,19.2928009,-81.35769653
MYAB,Clarence A. Bain Airport,Bahamas,24.28770065,-77.68460083
MYAF,Andros Town Airport,Bahamas,24.69790077,-77.79560089
MYAM,Leonard M Thompson International Airport,Bahamas,26.5114,-77.083503
MYAN,San Andros Airport,Bahamas,25.05380058,-78.0490036
MYAP,Spring Point Airport,Bahamas,22.44179916,-73.97090149
MYAS,Sandy Point Airport,Bahamas,26.00460052,-77.39550018
MYAT,Treasure Cay Airport,Bahamas,26.74530029,-77.39129639
MYBC,Chub Cay Airport,Bahamas,25.41710091,-77.88089752
MYBG,Great Harbour Cay Airport,Bahamas,25.7383,-77.840103
MYBS,South Bimini Airport,Bahamas,25.69989967,-79.26470184
MYEF,Exuma International Airport,Bahamas,23.56259918,-75.87799835
MYEG,George Town Airport,Bahamas,23.4666996,-75.78170013
MYEH,North Eleuthera Airport,Bahamas,25.47489929,-76.6835022
MYEM,Governor's Harbour Airport,Bahamas,25.28470039,-76.33100128
MYEN,Normans Cay Airport,Bahamas,24.59429932,-76.82019806
MYER,Rock Sound Airport,Bahamas,24.89507873,-76.17688179
MYES,Staniel Cay Airport,Bahamas,24.16909981,-76.43910217
MYGF,Grand Bahama International Airport,Bahamas,26.55870056,-78.69560242
MYIG,Inagua Airport,Bahamas,20.97500038,-73.66690063
MYLD,Deadman's Cay Airport,Bahamas,23.17900085,-75.09359741
MYLS,Stella Maris Airport,Bahamas,23.582317,-75.268621
MYMM,Mayaguana Airport,Bahamas,22.379499,-73.013494
MYNN,Lynden Pindling International Airport,Bahamas,25.03899956,-77.46620178
MYRD,Duncan Town Airport,Bahamas,22.18180084,-75.72949982
MYRP,Rum Cay Airport,Bahamas,23.68440056,-74.8361969
MYSM,San Salvador Airport,Bahamas,24.06329918,-74.52400208
MZBZ,Philip S. W. Goldson International Airport,Belize,17.53910065,-88.30819702
NCAI,Aitutaki Airport,Cook Islands,-18.83090019,-159.7640076
NCRG,Rarotonga International Airport,Cook Islands,-21.20269966,-159.8059998
NFFN,Nadi International Airport,Fiji,-17.7553997,177.4429932
NFNA,Nausori International Airport,Fiji,-18.04330063,178.5590057
NFTF,Fua'amotu International Airport,Tonga,-21.24119949,-175.1499939
NFTV,Vava'u International Airport,Tonga,-18.58530045,-173.9620056
NGTA,Bonriki International Airport,Kiribati,1.381639957,173.1470032
NGTE,Tabiteuea North Airport,Kiribati,-1.224470019,174.776001
NLWW,Hihifo Airport,Wallis and Futuna,-13.23830032,-176.1990051
NSFA,Faleolo International Airport,Samoa,-13.82999992,-172.0079956
NSTU,Pago Pago International Airport,American Samoa,-14.33100033,-170.7100067
NTAR,Rurutu Airport,French Polynesia,-22.4340992,-151.3609924
NTAT,Tubuai Airport,French Polynesia,-23.36540031,-149.5240021
NTGA,Anaa Airport,French Polynesia,-17.3526001,-145.5099945
NTGB,Fangatau Airport,French Polynesia,-15.81989956,-140.8869934
NTGC,Tikehau Airport,French Polynesia,-15.1196003,-148.2310028
NTGE,Reao Airport,French Polynesia,-18.46590042,-136.4400024
NTGF,Fakarava Airport,French Polynesia,-16.05410004,-145.6569977
NTGI,Manihi Airport,French Polynesia,-14.4368,-146.0700073
NTGJ,Totegegie Airport,French Polynesia,-23.07990074,-134.8899994
NTGK,Kaukura Airport,French Polynesia,-15.66329956,-146.8849945
NTGM,Makemo Airport,French Polynesia,-16.58390045,-143.6580048
NTGP,Puka Puka Airport,French Polynesia,-14.80949974,-138.8130035
NTGT,Takapoto Airport,French Polynesia,-14.70950031,-145.2460022
NTGU,Arutua Airport,French Polynesia,-15.2482996,-146.6170044
NTGV,Mataiva Airport,French Polynesia,-14.86810017,-148.7169952
NTKR,Takaroa Airport,French Polynesia,-14.45580006,-145.0249939
NTMD,Nuku Hiva Airport,French Polynesia,-8.795599937,-140.2290039
NTTB,Bora Bora Airport,French Polynesia,-16.44440079,-151.7510071
NTTG,Rangiroa Airport,French Polynesia,-14.95429993,-147.6609955
NTTH,Huahine-Fare Airport,French Polynesia,-16.68720055,-151.0220032
NTTM,Moorea Airport,French Polynesia,-17.49,-149.761993
NTTO,Hao Airport,French Polynesia,-18.07480049,-140.9459991
NTTP,Maupiti Airport,French Polynesia,-16.42650032,-152.2440033
NTTR,Raiatea Airport,French Polynesia,-16.7229,-151.466003
NVVV,Bauerfield International Airport,Vanuatu,-17.69930077,168.3200073
NWWD,Koné Airport,New Caledonia,-21.05430031,164.8370056
NWWK,Koumac Airport,New Caledonia,-20.54630089,164.2559967
NWWL,Lifou Airport,New Caledonia,-20.77479935,167.2400055
NWWM,Nouméa Magenta Airport,New Caledonia,-22.25830078,166.4730072
NWWR,Maré Airport,New Caledonia,-21.4817009,168.0379944
NWWU,Touho Airport,New Caledonia,-20.79000092,165.2590027
NWWV,Ouvéa Airport,New Caledonia,-20.6406002,166.572998
NWWW,La Tontouta International Airport,New Caledonia,-22.01460075,166.2129974
NZAA,Auckland International Airport,New Zealand,-37.0080986,174.7920074
NZAP,Taupo Airport,New Zealand,-38.73970032,176.0839996
NZAR,Ardmore Airport,New Zealand,-37.02970123,174.9730072
NZCH,Christchurch International Airport,New Zealand,-43.48939896,172.5319977
NZCI,Chatham Islands-Tuuta Airport,New Zealand,-43.81000137,-176.4570007
NZDN,Dunedin Airport,New Zealand,-45.92810059,170.197998
NZGS,Gisborne Airport,New Zealand,-38.66329956,177.9779968
NZGT,Glentanner Airport,New Zealand,-43.90670013,170.128006
NZHK,Hokitika Airfield,New Zealand,-42.71360016,170.9850006
NZHN,Hamilton International Airport,New Zealand,-37.86669922,175.3320007
NZHS,Hastings Aerodrome,New Zealand,-39.646702,176.766998
NZKK,Kerikeri Airport,New Zealand,-35.26279831,173.9120026
NZKT,Kaitaia Airport,New Zealand,-35.06999969,173.2850037
NZLX,Alexandra Airport,New Zealand,-45.21170044,169.3730011
NZMC,Mount Cook Airport,New Zealand,-43.76499939,170.1329956
NZMO,Manapouri Airport,New Zealand,-45.53310013,167.6499939
NZMS,Hood Airport,New Zealand,-40.97330093,175.6340027
NZNP,New Plymouth Airport,New Zealand,-39.00859833,174.1790009
NZNS,Nelson Airport,New Zealand,-41.2983017,173.220993
NZNV,Invercargill Airport,New Zealand,-46.41239929,168.3130035
NZOH,RNZAF Base Ohakea,New Zealand,-40.20600128,175.3880005
NZOU,Oamaru Airport,New Zealand,-44.97000122,171.0820007
NZPM,Palmerston North Airport,New Zealand,-40.3205986,175.6170044
NZPP,Paraparaumu Airport,New Zealand,-40.90470123,174.9889984
NZQN,Queenstown International Airport,New Zealand,-45.02109909,168.7389984
NZRO,Rotorua Regional Airport,New Zealand,-38.10919952,176.3170013
NZRU,Waiouru Airport,New Zealand,-39.44639969,175.6580048
NZSP,South Pole Station Airport,Antarctica,-90,0
NZTG,Tauranga Airport,New Zealand,-37.6719017,176.1959991
NZTU,Timaru Airport,New Zealand,-44.30279922,171.2250061
NZUK,Pukaki Airport,New Zealand,-44.23500061,170.1179962
NZWB,Woodbourne Airport,New Zealand,-41.5182991,173.8699951
NZWD,Williams Field,Antarctica,-77.86740112,167.0570068
NZWF,Wanaka Airport,New Zealand,-44.72219849,169.2460022
NZWG,Wigram Airport,New Zealand,-43.55110168,172.5529938
NZWK,Whakatane Airport,New Zealand,-37.92060089,176.9140015
NZWN,Wellington International Airport,New Zealand,-41.32720184,174.8049927
NZWO,Wairoa Airport,New Zealand,-39.00690079,177.4069977
NZWP,RNZAF Base Auckland-Whenuapai,New Zealand,-36.78779984,174.6300049
NZWR,Whangarei Airport,New Zealand,-35.7682991,174.3650055
NZWS,Westport Airport,New Zealand,-41.73809814,171.5809937
NZWU,Wanganui Airport,New Zealand,-39.96220016,175.0249939
OAHR,Herat Airport,Afghanistan,34.20999908,62.22829819
OAJL,Jalalabad Airport,Afghanistan,34.39979935,70.49859619
